topic,requires
68,1297
68,2183
71,267
71,3721
73,1226
75,96
79,81
81,137
81,1783
84,117
84,2022
86,484
86,1318
86,2275
89,352
89,353
89,370
96,64
96,1987
101,2225
101,3821
114,375
114,422
114,908
114,3872
116,1422
117,453
136,96
136,2225
140,371
142,125
142,6642
142,6643
165,418
165,802
239,2204
239,2310
239,3709
266,3555
347,4028
349,71
349,655
349,1783
349,3847
350,347
350,388
352,360
353,87
353,349
353,2181
354,3752
360,371
361,371
362,374
362,380
370,2275
371,79
371,349
371,3873
372,89
374,71
374,1223
375,1424
375,3577
376,75
376,1822
380,2607
381,376
381,1819
382,352
384,66
384,96
384,137
385,343
385,790
385,4029
388,4034
389,1927
389,2012
389,3729
390,389
390,2240
390,3848
391,66
391,3561
393,353
393,1424
394,370
394,430
394,1424
398,1240
408,487
408,839
408,4236
410,393
410,425
410,487
410,1422
418,138
418,1240
419,450
419,1423
422,813
422,1425
422,2184
423,68
423,87
425,422
425,2558
426,651
426,1024
426,2213
430,376
430,1927
430,2240
430,4029
450,352
451,1576
451,4029
452,790
453,1888
458,4028
470,64
470,589
493,408
493,837
493,1414
493,5572
599,390
599,1318
599,2275
631,470
631,1240
653,426
655,470
655,2607
657,645
657,655
661,84
661,393
661,422
661,1422
665,387
665,1240
667,2271
668,138
668,667
669,667
670,669
672,1346
672,2214
679,323
679,698
679,2271
680,267
680,1818
685,2215
685,2534
688,661
688,2233
688,2327
698,1413
698,1415
701,68
701,140
701,422
704,84
704,1415
729,651
729,1422
729,2183
734,2310
734,2609
736,453
736,734
736,1530
736,1531
742,2225
753,3817
754,1888
790,96
790,165
802,458
802,3821
813,371
814,84
837,3725
837,3979
839,398
839,418
839,2558
890,371
890,487
890,6086
908,426
909,426
909,2233
909,3593
962,426
962,558
962,755
962,2233
963,1081
963,3765
1021,426
1045,487
1045,4236
1081,487
1081,4236
1153,391
1153,470
1153,1289
1157,360
1157,1331
1226,2271
1226,2431
1240,356
1240,396
1244,75
1244,452
1297,135
1320,1535
1320,1603
1320,6086
1331,362
1331,2012
1346,668
1346,669
1415,68
1415,651
1417,1428
1417,1457
1422,375
1422,4951
1423,382
1423,430
1423,813
1424,67
1424,813
1425,1423
1425,4034
1428,1289
1428,1331
1429,425
1429,661
1451,323
1451,661
1451,704
1451,1463
1499,125
1499,2560
1499,3585
1499,6642
1530,1153
1530,1628
1530,3728
1531,1153
1531,1628
1531,3728
1534,688
1534,704
1535,2225
1535,3822
1576,388
1576,458
1587,430
1588,653
1588,1240
1588,2231
1589,165
1589,1588
1589,3593
1590,1353
1590,2327
1602,178
1602,426
1603,3763
1628,802
1629,2472
1783,134
1783,657
1818,679
1818,1226
1859,323
1859,1153
1859,1223
1859,6219
1882,704
1882,754
1882,814
1882,1451
1884,3559
1884,3728
1884,4034
1887,802
1888,802
1985,3821
1985,6219
2022,3821
2048,97
2048,754
2181,79
2181,85
2181,811
2184,470
2184,1927
2184,2240
2213,64
2213,557
2213,645
2213,2454
2214,668
2214,3695
2215,680
2220,470
2220,3765
2223,672
2223,3765
2224,96
2224,101
2224,136
2224,2184
2224,2234
2229,1223
2229,2012
2229,3869
2229,3872
2230,68
2230,323
2230,557
2230,3872
2231,2230
2231,4196
2231,4197
2233,557
2233,3746
2233,3868
2233,3869
2233,3870
2234,549
2234,2310
2234,2339
2234,2340
2234,2355
2234,3872
2271,802
2273,323
2273,1415
2273,2552
2273,2554
2274,2231
2274,2552
2274,2554
2275,371
2275,2012
2327,418
2327,1588
2327,3593
2464,2465
2465,2471
2466,1629
2471,1153
2471,1499
2471,2234
2472,142
2472,1153
2472,2234
2534,374
2534,391
2534,680
2534,1587
2534,3748
2535,391
2535,2607
2585,92
2585,2478
2609,398
2609,2585
3536,75
3536,134
3536,178
3546,814
3546,3824
3555,698
3559,1244
3577,89
3590,1588
3590,3753
3664,2231
3664,2273
3665,701
3665,704
3667,426
3667,701
3676,1859
3676,2471
3676,2472
3695,667
3695,1226
3724,423
3724,3747
3724,4034
3725,839
3728,165
3728,2048
3729,376
3729,3536
3732,1534
3747,68
3747,356
3748,381
3748,430
3752,423
3752,3747
3753,2609
3756,381
3756,389
3756,484
3761,909
3763,1602
3763,4034
3765,398
3765,653
3765,1588
3817,360
3817,1985
3821,631
3822,665
3822,3725
3822,3827
3822,4034
3824,3842
3827,387
3827,1240
3842,450
3848,381
3848,1927
3848,3729
3849,419
3849,3824
3851,2022
3851,3559
3851,4029
3868,68
3868,2202
3868,4196
3869,68
3869,236
3869,2202
3870,68
3870,2202
3870,4197
3871,3868
3871,3869
3871,3870
3990,2229
3992,385
3992,452
3992,1414
3992,5572
4026,742
4028,239
4029,384
4236,4026
4638,493
4951,372
4951,3577
6086,653
6088,6360
6092,353
6092,371
6092,1414
6092,5572
6185,86
6185,599
6219,802
6219,2220
6224,388
6224,1603
6266,393
6266,425
6341,84
6341,408
6341,410
6360,1320
6360,6224
